"","country","year","urban_pop_percent","urban_growth","rural_growth","cap_city_pop","cap_percent_pop","cap_percent_urban","fertility_rate","infant_morality_per_thousand","life_exp","gender_ratio_lifeexp","continent","region","capital_pop","capital_pop_sign","capital_pop1","sign"
"1","Afghanistan","2005",22.7,5,4.3,"2,905",11.6,51,NA,NA,NA,NA,"Asia","Southern Asia",NA,"0",1,"1"
"2","Afghanistan","2010",23.7,3.7,2.5,"3,289",11.4,48.1,6.1,64.8,60.9,0.950320512820513,"Asia","Southern Asia",NA,"0",1,"1"
"3","Afghanistan","2015",24.8,4,2.9,"3,724",11,44.5,5.4,54.5,62.7,0.941176470588235,"Asia","Southern Asia",NA,"0",1,"1"
"4","Afghanistan","2018",25.5,NA,NA,"4,012",NA,NA,5.1,49.4,63,0.909228441754917,"Asia","Southern Asia",NA,"0",1,"missing"
"5","Albania","2005",46.7,2,-2.1,"372",12.1,25.8,NA,NA,NA,NA,"Europe","Southern Europe",372,"1",372,"0"
"6","Albania","2010",52.2,1.3,-3.1,"409",13.9,26.6,1.7,11.9,77.9,0.935563816604709,"Europe","Southern Europe",409,"1",409,"0"
"7","Albania","2015",57.4,1.8,-2.5,"449",15.4,26.8,1.6,8.6,78.6,0.940886699507389,"Europe","Southern Europe",449,"1",449,"0"
"8","Albania","2018",60.3,NA,NA,"476",NA,NA,1.5,8.4,79,0.943558282208589,"Europe","Southern Europe",476,"1",476,"missing"
"9","Algeria","2005",63.8,2.6,-0.7,"2,282",6.9,10.7,NA,NA,NA,NA,"Africa","Northern Africa",NA,"0",1,"0"
"10","Algeria","2010",67.5,2.8,-0.5,"2,432",6.7,10,2.8,23,73.8,0.97196261682243,"Africa","Northern Africa",NA,"0",1,"0"
"11","Algeria","2015",70.8,2.9,-0.2,"2,592",6.5,9.2,3,21.2,75.6,0.970052083333333,"Africa","Northern Africa",NA,"0",1,"0"
"12","Algeria","2018",72.6,NA,NA,"2,694",NA,NA,3.1,20.5,75.7,0.97265625,"Africa","Northern Africa",NA,"0",1,"missing"
"13","American Samoa","2005",88.1,0.4,1.4,NA,NA,NA,NA,NA,NA,NA,"Oceania","Polynesia",NA,"0",1,"1"
"14","American Samoa","2010",87.6,-1.3,-0.4,NA,NA,NA,3.3,8,72.1,0.942126514131898,"Oceania","Polynesia",NA,"0",1,"0"
"15","American Samoa","2015",87.2,-0.1,0.5,NA,NA,NA,2.7,7.4,72.5,0.939839572192513,"Oceania","Polynesia",NA,"0",1,"1"
"16","American Samoa","2018",87.2,NA,NA,"49",NA,NA,NA,NA,NA,NA,"Oceania","Polynesia",49,"1",49,"missing"
"17","Andorra","2005",90.3,3.3,8.6,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"1"
"18","Andorra","2010",88.8,1,4.2,NA,NA,NA,1.4,6,82.8,0.942622950819672,"Europe","Southern Europe",NA,"0",1,"1"
"19","Andorra","2015",88.3,-1.7,-0.8,NA,NA,NA,1.4,6,83,0.943793911007026,"Europe","Southern Europe",NA,"0",1,"0"
"20","Andorra","2018",88.1,NA,NA,"23",NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",23,"1",23,"missing"
"21","Angola","2005",56,5.7,0.9,"3,872",19.8,35.4,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"22","Angola","2010",59.8,4.9,1.8,"5,300",22.7,37.9,6.2,77.2,56.7,0.922033898305085,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"23","Angola","2015",63.4,4.7,1.6,"7,023",25.2,39.7,5.8,59.4,60.7,0.922345483359746,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"24","Angola","2018",65.5,NA,NA,"7,774",NA,NA,5.6,54.9,61.7,0.9265625,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"25","Anguilla","2005",100,2.6,0,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"26","Anguilla","2010",100,1.7,0,NA,NA,NA,1.7,7.6,77.7,0.917487684729064,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"27","Anguilla","2015",100,1.2,0,NA,NA,NA,1.4,7.3,77.1,0.912128712871287,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"28","Anguilla","2018",100,NA,NA,"1",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",1,"1",1,"missing"
"29","Antigua and Barbuda","2005",29.2,-0.6,2.2,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"30","Antigua and Barbuda","2010",26.2,-1,2,NA,NA,NA,1.8,8.2,76.8,0.931989924433249,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"31","Antigua and Barbuda","2015",25,0.1,1.4,NA,NA,NA,1.6,6.3,77.9,0.93407960199005,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"32","Antigua and Barbuda","2018",24.6,NA,NA,"21",NA,NA,1.5,5.8,78.3,0.935563816604709,"Americas","Latin America and the Caribbean",21,"1",21,"missing"
"33","Argentina","2005",90,1.3,-0.6,"13,330",34.1,37.8,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"34","Argentina","2010",90.8,1.2,-0.7,"14,246",34.6,38,2.3,13.1,75.7,0.92005076142132,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"35","Argentina","2015",91.5,1.2,-0.4,"14,706",33.9,37,2.3,11.1,76.8,0.913965087281795,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"36","Argentina","2018",91.9,NA,NA,"14,967",NA,NA,2.2,10.4,76.8,0.917602996254682,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"37","Armenia","2005",63.9,-0.8,-0.2,"1,087",36.5,57,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"0"
"38","Armenia","2010",63.4,-0.9,-0.4,"1,066",37,58.4,1.5,16.3,73.2,0.886304909560723,"Asia","Western Asia",NA,"0",1,"0"
"39","Armenia","2015",63.1,0.2,0.5,"1,071",36.7,58.2,1.6,12.6,74.4,0.883248730964467,"Asia","Western Asia",NA,"0",1,"1"
"40","Armenia","2018",63.1,NA,NA,"1,080",NA,NA,1.6,11.4,74.9,0.880352644836272,"Asia","Western Asia",NA,"0",1,"missing"
"41","Aruba","2005",44.9,1.1,2.6,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"42","Aruba","2010",43.1,-0.5,1,NA,NA,NA,1.9,15.5,75.4,0.917302798982188,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"43","Aruba","2015",43.1,0.5,0.5,NA,NA,NA,2,14.2,75.7,0.923664122137405,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"44","Aruba","2018",43.4,NA,NA,"30",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",30,"1",30,"missing"
"45","Australia","2005",84.6,1.3,0.7,"366",1.8,2.1,NA,NA,NA,NA,"Oceania","Australia and New Zealand",366,"1",366,"1"
"46","Australia","2010",85.2,1.9,1,"398",1.8,2.1,2,4.1,82.1,0.947743467933492,"Oceania","Australia and New Zealand",398,"1",398,"1"
"47","Australia","2015",85.7,1.6,0.8,"429",1.8,2.1,1.8,3.1,82.7,0.95159386068477,"Oceania","Australia and New Zealand",429,"1",429,"1"
"48","Australia","2018",86,NA,NA,"448",NA,NA,1.8,3.3,83,0.952941176470588,"Oceania","Australia and New Zealand",448,"1",448,"missing"
"49","Austria","2005",58.8,0,1.1,"1,641",19.9,33.8,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"1"
"50","Austria","2010",57.4,-0.1,1.1,"1,731",20.6,35.9,1.4,4,80.5,0.935018050541516,"Europe","Western Europe",NA,"0",1,"1"
"51","Austria","2015",57.7,0.7,0.5,"1,835",21.1,36.6,1.5,3.1,81.2,0.940191387559809,"Europe","Western Europe",NA,"0",1,"1"
"52","Austria","2018",58.3,NA,NA,"1,901",NA,NA,1.5,2.9,81.6,0.945172824791418,"Europe","Western Europe",NA,"0",1,"missing"
"53","Azerbaijan","2005",52.4,1.4,0.6,"1,867",21.9,41.7,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"1"
"54","Azerbaijan","2010",53.4,1.5,0.7,"2,062",22.8,42.7,2.1,32.3,69.5,0.910714285714286,"Asia","Western Asia",NA,"0",1,"1"
"55","Azerbaijan","2015",54.7,1.7,0.7,"2,206",22.9,41.9,2.1,23.1,71.5,0.910427807486631,"Asia","Western Asia",NA,"0",1,"1"
"56","Azerbaijan","2018",55.7,NA,NA,"2,286",NA,NA,1.8,20.2,72.2,0.913907284768212,"Asia","Western Asia",NA,"0",1,"missing"
"57","Bahamas","2005",82.2,2.1,1.8,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"58","Bahamas","2010",82.4,1.9,1.6,NA,NA,NA,1.8,13.4,72.7,0.910643889618923,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"59","Bahamas","2015",82.7,1.5,1,NA,NA,NA,1.6,12.4,73.1,0.913612565445026,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"60","Bahamas","2018",83,NA,NA,"280",NA,NA,1.4,11.5,73.6,0.906735751295337,"Americas","Latin America and the Caribbean",280,"1",280,"missing"
"61","Bahrain","2005",88.4,5.8,5.7,"198",22.3,25.2,NA,NA,NA,NA,"Asia","Western Asia",198,"1",198,"1"
"62","Bahrain","2010",88.6,6.7,6.3,"292",23.5,26.6,2.1,7.3,78.7,0.97125,"Asia","Western Asia",292,"1",292,"1"
"63","Bahrain","2015",89,2.1,1.4,"441",32.1,36.1,2.1,6.5,79.4,0.969059405940594,"Asia","Western Asia",441,"1",441,"1"
"64","Bahrain","2018",89.3,NA,NA,"565",NA,NA,2,6.3,79.7,0.969173859432799,"Asia","Western Asia",565,"1",565,"missing"
"65","Bangladesh","2005",26.8,4.3,0.9,"12,331",8.6,32.1,NA,NA,NA,NA,"Asia","Southern Asia",NA,"0",1,"1"
"66","Bangladesh","2010",30.5,3.7,0.2,"14,731",9.7,31.8,2.3,39,68.6,0.955903271692745,"Asia","Southern Asia",NA,"0",1,"1"
"67","Bangladesh","2015",34.3,3.5,0,"17,597",10.9,31.8,2.1,30.9,70.5,0.94222833562586,"Asia","Southern Asia",NA,"0",1,"1"
"68","Bangladesh","2018",36.6,NA,NA,"19,578",NA,NA,2,28,71.8,0.943243243243243,"Asia","Southern Asia",NA,"0",1,"missing"
"69","Barbados","2005",32.8,-0.3,0.6,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"70","Barbados","2010",31.9,-0.2,0.7,NA,NA,NA,1.7,13.5,75.7,0.947232947232947,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"71","Barbados","2015",31.2,-0.1,0.5,NA,NA,NA,1.6,12.7,76.7,0.947837150127227,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"72","Barbados","2018",31.1,NA,NA,"89",NA,NA,1.6,12.1,76.9,0.950507614213198,"Americas","Latin America and the Caribbean",89,"1",89,"missing"
"73","Belarus","2005",72.4,0,-2.3,"1,775",18.4,25.5,NA,NA,NA,NA,"Europe","Eastern Europe",NA,"0",1,"0"
"74","Belarus","2010",74.7,0.3,-2.1,"1,850",19.5,26.2,1.5,4.4,71.1,0.850649350649351,"Europe","Eastern Europe",NA,"0",1,"0"
"75","Belarus","2015",77.2,0.7,-2.1,"1,945",20.5,26.6,1.7,3.1,74,0.874365482233503,"Europe","Eastern Europe",NA,"0",1,"0"
"76","Belarus","2018",78.6,NA,NA,"2,005",NA,NA,1.6,2.7,74.5,0.877525252525252,"Europe","Eastern Europe",NA,"0",1,"missing"
"77","Belgium","2005",97.4,0.6,-1.5,"1,853",17.6,18,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"0"
"78","Belgium","2010",97.7,0.8,-1.3,"1,926",17.6,18,1.9,3.6,80,0.937046004842615,"Europe","Western Europe",NA,"0",1,"0"
"79","Belgium","2015",97.9,0.7,-1.4,"2,002",17.7,18.1,1.7,3.2,80.9,0.945848375451264,"Europe","Western Europe",NA,"0",1,"0"
"80","Belgium","2018",98,NA,NA,"2,050",NA,NA,1.6,3.6,81.4,0.943847072879331,"Europe","Western Europe",NA,"0",1,"missing"
"81","Belize","2005",45.3,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"82","Belize","2010",45.2,2.5,2.6,NA,NA,NA,2.6,16,72.3,0.923076923076923,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"83","Belize","2015",45.4,2.3,2.2,NA,NA,NA,2.4,13,73.2,0.920261437908497,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"84","Belize","2018",45.7,NA,NA,"23",NA,NA,2.4,11.7,73.6,0.920572916666667,"Americas","Latin America and the Caribbean",23,"1",23,"missing"
"85","Benin","2005",40.5,4.1,2.3,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"86","Benin","2010",43.1,4.1,2,NA,NA,NA,5.4,69.6,58.4,0.954773869346734,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"87","Benin","2015",45.7,4,1.9,NA,NA,NA,5.3,63.1,59.4,0.957166392092257,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"88","Benin","2018",47.3,NA,NA,"285",NA,NA,5.3,60.6,59.9,0.955882352941176,"Africa","Sub-Saharan Africa",285,"1",285,"missing"
"89","Bermuda","2005",100,0.3,0,NA,NA,NA,NA,NA,NA,NA,"Americas","Northern America",NA,"0",1,"1"
"90","Bermuda","2010",100,-0.4,0,NA,NA,NA,1.7,1.9,80.5,0.889800703399766,"Americas","Northern America",NA,"0",1,"1"
"91","Bermuda","2015",100,-0.6,0,NA,NA,NA,1.4,3.1,80.9,0.89044289044289,"Americas","Northern America",NA,"0",1,"1"
"92","Bermuda","2018",100,NA,NA,"10",NA,NA,NA,NA,NA,NA,"Americas","Northern America",10,"1",10,"missing"
"93","Bhutan","2005",31,6.7,1.2,NA,NA,NA,NA,NA,NA,NA,"Asia","Southern Asia",NA,"0",1,"1"
"94","Bhutan","2010",34.8,4.4,0.9,NA,NA,NA,2.3,34.2,68.4,0.955777460770328,"Asia","Southern Asia",NA,"0",1,"1"
"95","Bhutan","2015",38.7,3.7,0.3,NA,NA,NA,2,27.3,70.3,0.955617198335645,"Asia","Southern Asia",NA,"0",1,"1"
"96","Bhutan","2018",40.9,NA,NA,"203",NA,NA,1.7,25.6,70.8,0.955922865013774,"Asia","Southern Asia",203,"1",203,"missing"
"97","Bolivia (Plurin. State of)","2005",64.2,2.6,0.5,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"98","Bolivia (Plurin. State of)","2010",66.4,2.4,0.4,NA,NA,NA,3.2,36.7,66.2,0.928675400291121,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"99","Bolivia (Plurin. State of)","2015",68.4,2.1,0.4,NA,NA,NA,2.9,30.6,67.3,0.928469241773963,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"100","Bolivia (Plurin. State of)","2018",69.4,NA,NA,"278",NA,NA,2.8,29.5,67.7,0.927453769559033,"Americas","Latin America and the Caribbean",278,"1",278,"missing"
"101","Bonaire, St. Eustatius & Saba","2005",74.8,0,0.2,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"102","Bonaire, St. Eustatius & Saba","2010",74.7,7.5,7.5,NA,NA,NA,1.7,14.5,75.3,0.929757343550447,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"103","Bonaire, St. Eustatius & Saba","2015",74.8,3.2,3.2,NA,NA,NA,1.7,10.9,77.5,0.946115288220551,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"104","Bonaire, St. Eustatius & Saba","2018",74.9,NA,NA,"11",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",11,"1",11,"missing"
"105","Bosnia and Herzegovina","2005",44,0.8,-0.5,"342",9,20.6,NA,NA,NA,NA,"Europe","Southern Europe",342,"1",342,"0"
"106","Bosnia and Herzegovina","2010",45.6,0.4,-0.9,"342",9.2,20.2,1.3,6.3,77.1,0.932245922208281,"Europe","Southern Europe",342,"1",342,"0"
"107","Bosnia and Herzegovina","2015",47.2,-0.3,-1.6,"342",9.7,20.5,1.3,5.5,76.2,0.950064020486556,"Europe","Southern Europe",342,"1",342,"0"
"108","Bosnia and Herzegovina","2018",48.2,NA,NA,"343",NA,NA,1.4,5.3,76.9,0.946835443037975,"Europe","Southern Europe",343,"1",343,"missing"
"109","Botswana","2005",55.9,2.4,0.2,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"110","Botswana","2010",62.4,3.8,-1.5,NA,NA,NA,3,38.6,60,0.940129449838188,"Africa","Sub-Saharan Africa",NA,"0",1,"0"
"111","Botswana","2015",67.2,3.3,-0.9,NA,NA,NA,2.9,37.4,63.8,0.924585218702866,"Africa","Sub-Saharan Africa",NA,"0",1,"0"
"112","Botswana","2018",69.4,NA,NA,"269",NA,NA,2.9,36.2,66.8,0.922190201729107,"Africa","Sub-Saharan Africa",269,"1",269,"missing"
"113","Brazil","2005",82.8,1.7,-0.5,"3,301",1.8,2.1,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"114","Brazil","2010",84.3,1.4,-0.8,"3,710",1.9,2.2,1.8,16.5,73.2,0.911227154046997,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"115","Brazil","2015",85.8,1.2,-1,"4,168",2,2.4,1.8,14.1,74.3,0.916237113402062,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"116","Brazil","2018",86.6,NA,NA,"4,470",NA,NA,1.7,13.7,74.8,0.917948717948718,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"117","British Virgin Islands","2005",43.2,3,1.8,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"118","British Virgin Islands","2010",44.8,4,2.7,NA,NA,NA,1.2,17.9,75.4,0.932225063938619,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"119","British Virgin Islands","2015",46.6,2.8,1.4,NA,NA,NA,1.2,16.4,75.7,0.928753180661578,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"120","British Virgin Islands","2018",47.7,NA,NA,"15",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",15,"1",15,"missing"
"121","Brunei Darussalam","2005",73.2,2.4,0.4,NA,NA,NA,NA,NA,NA,NA,"Asia","South-eastern Asia",NA,"0",1,"1"
"122","Brunei Darussalam","2010",75,1.7,-0.1,NA,NA,NA,1.9,7.8,74.8,0.944228274967575,"Asia","South-eastern Asia",NA,"0",1,"0"
"123","Brunei Darussalam","2015",76.7,1.9,0,NA,NA,NA,1.9,8.5,74.8,0.944155844155844,"Asia","South-eastern Asia",NA,"0",1,"1"
"124","Brunei Darussalam","2018",77.6,NA,NA,"41",NA,NA,1.9,8.9,74.7,0.944155844155844,"Asia","South-eastern Asia",41,"1",41,"missing"
"125","Bulgaria","2005",70.6,-0.3,-1.9,"1,169",15.2,21.6,NA,NA,NA,NA,"Europe","Eastern Europe",NA,"0",1,"0"
"126","Bulgaria","2010",72.3,-0.3,-1.9,"1,216",16.4,22.7,1.6,9.1,73.8,0.909560723514212,"Europe","Eastern Europe",NA,"0",1,"0"
"127","Bulgaria","2015",74,-0.2,-1.9,"1,256",17.5,23.6,1.5,6.5,74.6,0.911651728553137,"Europe","Eastern Europe",NA,"0",1,"0"
"128","Bulgaria","2018",75,NA,NA,"1,272",NA,NA,1.6,6.3,74.8,0.911877394636015,"Europe","Eastern Europe",NA,"0",1,"missing"
"129","Burkina Faso","2005",21.5,6.7,2,"1,328",9.9,45.9,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"130","Burkina Faso","2010",24.6,5.7,2.2,"1,742",11.2,45.3,5.9,67.8,56.5,0.949913644214162,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"131","Burkina Faso","2015",27.5,5.2,2.2,"2,200",12.2,44.1,5.5,58.3,58.8,0.947019867549669,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"132","Burkina Faso","2018",29.4,NA,NA,"2,531",NA,NA,5.2,55,59.5,0.944444444444444,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"133","Burundi","2005",9.4,5.5,2.7,"412",5.6,59.2,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",412,"1",412,"1"
"134","Burundi","2010",10.6,5.9,3,"556",6.3,59.6,6.3,59.4,57.1,0.953767123287671,"Africa","Sub-Saharan Africa",556,"1",556,"1"
"135","Burundi","2015",12.1,5.6,2.7,"751",7.4,61,5.7,46.3,60.2,0.935691318327974,"Africa","Sub-Saharan Africa",751,"1",751,"1"
"136","Burundi","2018",13,NA,NA,"899",NA,NA,5.5,42.8,61.6,0.944707740916272,"Africa","Sub-Saharan Africa",899,"1",899,"missing"
"137","Cabo Verde","2005",57.7,3.3,-0.2,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"0"
"138","Cabo Verde","2010",61.8,2.5,-0.9,NA,NA,NA,2.5,21.7,73.5,0.88348271446863,"Africa","Sub-Saharan Africa",NA,"0",1,"0"
"139","Cabo Verde","2015",64.3,2,-0.2,NA,NA,NA,2.1,16.4,74.6,0.887341772151899,"Africa","Sub-Saharan Africa",NA,"0",1,"0"
"140","Cabo Verde","2018",65.7,NA,NA,"168",NA,NA,2.1,14.2,76.6,0.894671623296159,"Africa","Sub-Saharan Africa",168,"1",168,"missing"
"141","Cambodia","2005",19.2,2.4,1.6,"1,317",9.9,51.8,NA,NA,NA,NA,"Asia","South-eastern Asia",NA,"0",1,"1"
"142","Cambodia","2010",20.3,2.6,1.2,"1,523",10.6,52.4,2.8,35.7,67.7,0.936962750716333,"Asia","South-eastern Asia",NA,"0",1,"1"
"143","Cambodia","2015",22.2,3.4,1.1,"1,779",11.5,51.7,2.6,26.4,69.9,0.938888888888889,"Asia","South-eastern Asia",NA,"0",1,"1"
"144","Cambodia","2018",23.4,NA,NA,"1,952",NA,NA,2.5,24.2,70.5,0.938101788170564,"Asia","South-eastern Asia",NA,"0",1,"missing"
"145","Cameroon","2005",48.5,3.9,1.5,"1,781",10.2,21.1,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"146","Cameroon","2010",51.6,3.9,1.5,"2,349",11.8,22.8,5.2,71.4,56.6,0.951724137931034,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"147","Cameroon","2015",54.6,3.8,1.4,"3,097",13.6,24.8,4.8,59.1,59.7,0.949346405228758,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"148","Cameroon","2018",56.4,NA,NA,"3,656",NA,NA,4.8,54.8,60.8,0.956591639871383,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"149","Canada","2005",80.1,1.1,0.3,"1,122",3.5,4.3,NA,NA,NA,NA,"Americas","Northern America",NA,"0",1,"1"
"150","Canada","2010",80.9,1.3,0.3,"1,218",3.6,4.4,1.6,5,81.3,0.947305389221557,"Americas","Northern America",NA,"0",1,"1"
"151","Canada","2015",81.3,1.1,0.7,"1,308",3.6,4.5,1.6,4.5,81.9,0.952324195470799,"Americas","Northern America",NA,"0",1,"1"
"152","Canada","2018",81.4,NA,NA,"1,363",NA,NA,1.5,4.5,82,0.950059453032105,"Americas","Northern America",NA,"0",1,"missing"
"153","Cayman Islands","2005",100,3.1,0,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"154","Cayman Islands","2010",100,2.6,0,NA,NA,NA,1.8,7.2,75.8,0.926395939086294,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"155","Cayman Islands","2015",100,1.5,0,NA,NA,NA,1.2,8.7,74.8,0.937904269081501,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"156","Cayman Islands","2018",100,NA,NA,"35",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",35,"1",35,"missing"
"157","Central African Republic","2005",38.1,2.1,1.8,"644",15.6,41,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",644,"1",644,"1"
"158","Central African Republic","2010",38.9,1.9,1.2,"717",16.1,41.4,5.9,97.3,49.3,0.952475247524753,"Africa","Sub-Saharan Africa",717,"1",717,"1"
"159","Central African Republic","2015",40.3,1.1,0,"798",17.6,43.6,6,84.7,52.8,0.939449541284404,"Africa","Sub-Saharan Africa",798,"1",798,"1"
"160","Central African Republic","2018",41.4,NA,NA,"851",NA,NA,6,79.3,53.7,0.919786096256685,"Africa","Sub-Saharan Africa",851,"1",851,"missing"
"161","Chad","2005",21.8,3.9,3.7,"827",8.2,37.7,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",827,"1",827,"1"
"162","Chad","2010",22,3.5,3.3,"991",8.3,37.9,7,91.1,49.6,0.952755905511811,"Africa","Sub-Saharan Africa",991,"1",991,"1"
"163","Chad","2015",22.5,3.8,3.1,"1,187",8.5,37.6,6.7,80.6,51.6,0.943502824858757,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"164","Chad","2018",23.1,NA,NA,"1,323",NA,NA,6.5,76.3,52.3,0.946096654275093,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"165","Channel Islands","2005",30.7,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"1"
"166","Channel Islands","2010",31.1,0.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"1"
"167","Channel Islands","2015",31,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"1"
"168","Channel Islands","2018",30.9,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,34,"1",34,"missing"
"169","Chile","2005",86.8,1.3,0.1,"6,025",37.3,43,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"170","Chile","2010",87.1,1.1,0.6,"6,269",36.9,42.4,1.8,7.3,78.5,0.932266009852217,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"171","Chile","2015",87.4,1,0.4,"6,523",36.7,42,1.7,6.8,79.7,0.934466019417476,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"172","Chile","2018",87.6,NA,NA,"6,680",NA,NA,1.6,6.6,80.4,0.944309927360775,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"173","China","2005",42.5,4,-1.6,"12,991",1,2.3,NA,NA,NA,NA,"Asia","Eastern Asia",NA,"0",1,"0"
"174","China","2010",49.2,3.5,-1.9,"16,441",1.2,2.5,1.7,13,75.6,0.933588761174968,"Asia","Eastern Asia",NA,"0",1,"0"
"175","China","2015",55.5,2.9,-2.1,"18,421",1.3,2.4,1.7,8.9,77,0.932330827067669,"Asia","Eastern Asia",NA,"0",1,"0"
"176","China","2018",59.2,NA,NA,"19,618",NA,NA,1.8,7.6,77.2,0.926525529265255,"Asia","Eastern Asia",NA,"0",1,"missing"
"177","China, Hong Kong SAR","2005",100,0.5,0,"6,828",100,100,NA,NA,NA,NA,"Asia","Eastern Asia",NA,"0",1,"1"
"178","China, Hong Kong SAR","2010",100,0.6,0,"7,025",100,100,1.1,1.7,83,0.933643771827707,"Asia","Eastern Asia",NA,"0",1,"1"
